year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted
2015,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",745,96,31.14,12.98,32.02,0,19.86,13,1
2015,1,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",116,11,5.93,0.07,1.09,0,3.91,0,0
2015,1,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1009,117,41.23,11.95,40.74,0,23.07,16,0
2015,1,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4180,510,162.19,34.9,177.25,0,135.66,26,1
2015,1,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",297,48,13.17,10.11,18.21,0.88,5.62,8,1
2015,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18529,2033,590.49,99.56,781.59,1.64,559.72,99,14
2015,1,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",897,138,45.16,11.84,50.48,0,30.52,5,2
2015,1,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2680,270,103.53,21.39,66.45,0,78.64,12,1
2015,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1797,178,71.12,21.91,54.08,1,29.89,13,4
2015,1,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",88,10,3.76,0,3.49,0,2.75,0,0
2015,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",570,87,33.16,1.94,42.76,0,9.15,1,0
2015,1,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",338,56,24.45,2.85,19.38,0,9.32,1,3
2015,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2077,454,86.07,13.75,237.21,0,116.97,94,2
2015,1,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",622,88,26.43,7.55,44.04,0,9.97,6,2
2015,1,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",383,48,18.1,4.19,15.91,0,9.79,0,0
2015,1,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",209,27,8.77,2.78,6.68,0,8.77,0,0
2015,1,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",582,65,30.09,5.27,19.55,0,10.09,1,0
2015,1,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",125,11,3.86,2.66,2.48,0,2,0,0
2015,1,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3892,459,146.96,26.46,139.65,0,145.93,40,2
2015,1,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1275,274,59.72,14.05,129.47,0,70.76,87,0
2015,1,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",555,83,33.94,4.57,28.95,1,14.53,5,1
2015,1,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Honolulu International",263,55,7.59,1,39.19,0,7.22,0,0
2015,1,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",162,21,10.49,0.37,4.7,0,5.44,0,0
2015,1,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",61,8,3,0.32,3.08,0,1.6,0,0
2015,1,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",211,29,14.02,0.28,4.35,0,10.36,0,0
2015,1,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",410,74,21.5,1.83,35.8,0,14.86,22,1
2015,1,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",99,11,1.58,2.5,3.66,0,3.26,0,0
2015,1,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2216,517,87.59,17.59,277.26,0,134.57,130,10
2015,1,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",322,46,14.78,2.81,12.75,0,15.67,0,0
2015,1,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",88,6,1.95,0,2.77,0,1.28,0,0
2015,1,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",258,31,13.06,2.53,6.25,0,9.16,0,0
2015,1,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: Port Columbus International",241,33,15.24,1.21,7.79,0,8.75,0,0
2015,1,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",330,32,14.33,2.93,3.94,0,10.79,0,0
2015,1,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",38,8,5.34,0,0.43,0,2.23,0,0
2015,1,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",512,71,25.99,7.89,18.95,0,18.17,8,0
2015,1,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",363,37,14.61,0.71,13.55,0,8.13,0,0
2015,1,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",566,56,18.74,2.34,20.31,0,14.62,6,4
2015,1,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",407,47,26.85,1.87,7.64,0,10.65,0,0
2015,1,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",311,28,15.19,0.53,5.75,0,6.52,4,0
2015,1,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",175,22,8.23,1.02,7.41,0,5.34,0,0
2015,1,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1371,200,69.54,15.68,71.86,0,42.92,18,1
2015,1,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",964,128,46.22,10.56,36.74,0,34.48,12,0
2015,1,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",398,46,23.43,2.16,12.73,0,7.68,0,0
2015,1,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",221,14,8.97,0.13,3.26,0,1.64,0,2
2015,1,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",518,97,19.85,3.37,60.63,0,13.15,4,0
2015,1,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",224,23,6.68,2.34,7.54,0,6.43,0,0
2015,1,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",517,72,28.85,4.3,26.13,0,12.71,0,1
2015,1,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",588,70,29.2,2.65,28.43,0,9.72,1,0
2015,1,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",28,3,1.61,0,1.37,0,0.02,0,0
2015,1,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",726,94,33.3,5.79,36.71,0,18.2,2,1
2015,1,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",473,57,20.45,1.58,10.17,0,24.8,1,0
2015,1,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",88,11,3.05,1,5.04,0,1.91,0,1
2015,1,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",166,16,3.89,3.13,3.72,0,5.25,0,0
2015,1,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",310,33,19.05,1.23,5.25,0,7.46,0,0
2015,1,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",186,19,8.17,1.72,6.69,0,2.42,0,0
2015,1,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",107,7,1.85,1,4.15,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",288,33,9.75,3.57,11.76,0,7.92,12,1
2015,1,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",455,37,13.96,3.32,12.75,0,6.98,2,0
2015,1,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",836,89,39.32,11.02,23.34,0,15.31,6,0
2015,1,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",155,18,5.68,1.51,7.62,0,3.19,0,0
2015,1,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",52,6,3.01,0.44,1.17,0,1.39,0,0
2015,1,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",197,19,9.76,1.02,2.86,0,5.35,2,1
2015,1,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",119,9,4,1.07,1.07,0,2.87,0,0
2015,1,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",114,30,12.01,2.79,9.44,0,5.76,0,0
2015,1,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Outagamie County Regional",38,10,3.08,0.19,3.3,0,3.43,0,0
2015,1,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",83,6,1.86,0.14,2.14,0,1.86,4,0
2015,1,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",219,33,10.57,4.53,10.21,0,7.69,1,0
2015,1,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",260,28,12.11,2.88,3.88,0,9.13,1,0
2015,1,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",243,36,16.61,3.48,8.6,0,7.31,0,0
2015,1,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",191,15,7.58,0.98,2.92,0,3.52,0,0
2015,1,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",158,22,10.65,1.02,5.15,0,5.18,0,0
2015,1,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",223,20,10.21,3.12,1.9,0,4.78,2,1
2015,1,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",32,4,3,0,1,0,0,0,1
2015,1,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",66,6,1.92,0,2.08,0,2,0,0
2015,1,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",220,28,13.99,1.98,7.54,0,4.49,0,0
2015,1,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",189,16,8.6,0.4,1.47,0,5.53,0,0
2015,1,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",126,16,10.69,0.72,3.27,0,1.31,0,1
2015,1,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",93,23,11.43,0,9.97,0,1.6,0,0
2015,1,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",86,13,5.71,0,4.34,0,2.94,0,0
2015,1,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",34,1,0.1,0,0,0,0.9,0,0
2015,1,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",73,6,3.65,0,0.97,0,1.38,0,1
2015,1,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",81,11,6.77,0,2.65,0,1.58,0,0
2015,1,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",31,4,1.25,0,2.69,0,0.06,0,0
2015,1,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",344,59,19.84,2.32,15.77,0,21.06,0,0
2015,1,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",53,8,3.05,2,2,0,0.95,0,1
2015,1,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",142,19,11.31,0.65,2.71,0,4.33,0,0
2015,1,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",88,10,3.4,0.71,4.12,0,1.78,0,0
2015,1,DL,Delta Air Lines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA",50,2,1.97,0,0,0,0.03,0,0
2015,1,DL,Delta Air Lines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",4,1,0,0,0,0,1,0,0
2015,1,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",513,60,32.62,0.85,16.35,0,10.18,1,0
2015,1,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",181,13,6.29,1,3.37,0,2.34,0,0
2015,1,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",158,18,6.37,0.52,3.24,0,7.88,0,0
2015,1,DL,Delta Air Lines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",36,7,1.12,1.14,0.86,0,3.88,2,0
2015,1,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",189,17,7.53,1.17,2.29,0,6.02,0,0
2015,1,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",145,22,11.7,3.55,4.53,0,2.22,1,0
2015,1,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",118,11,6.28,0.67,1.79,0,2.26,0,0
2015,1,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",237,21,10.1,1.16,5.79,0,3.95,2,0
2015,1,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",61,10,4.06,1.04,1.93,0,2.98,2,0
2015,1,DL,Delta Air Lines Inc.,FNT,"Flint, MI: Bishop International",88,16,6.97,0,3.18,0,5.85,0,1
2015,1,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",110,13,8.23,0,2.79,0,1.99,0,1
2015,1,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Northwest Florida Regional",133,10,4.33,1.6,1.56,0,2.52,2,0
2015,1,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",73,3,0.81,0,1,0,1.19,0,0
2015,1,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",27,6,3.38,1.31,0.75,0,0.56,0,1
2015,1,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",58,9,5.91,1,0.62,0,1.47,0,0
2015,1,DL,Delta Air Lines Inc.,CAK,"Akron, OH: Akron-Canton Regional",111,15,5.95,1.06,3.9,0,4.09,0,0
2015,1,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",76,13,4.87,0,5.55,0,2.58,0,0
2015,1,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",117,8,4.96,0.9,0.11,0,2.03,0,0
2015,1,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",183,19,10.02,0.32,4.27,0,4.39,0,1
2015,1,DL,Delta Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",27,4,2.91,1,0.09,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",8,0,0,0,0,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",73,8,4.24,0,0.71,0,3.05,0,0
2015,1,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",70,12,6.06,0.84,3.42,0,1.68,0,0
2015,1,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",82,4,3,0,0.26,0,0.74,0,0
2015,1,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",61,11,4.45,0.71,4.38,0,1.46,0,0
2015,1,DL,Delta Air Lines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",24,4,0.14,1,2,0,0.86,0,0
2015,1,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",74,11,6.29,0,4.11,0,0.61,0,0
2015,1,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",62,7,3.26,1,0.03,0,2.71,0,0
2015,1,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",29,5,2,0.01,1.7,0,1.29,2,0
2015,1,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Regional/Woodrum Field",27,4,0.5,0.01,0.63,0,2.86,0,1
2015,1,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31,3,1.27,0.08,0.33,0,1.32,0,0
2015,1,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",31,3,0,0.1,0,0,2.9,0,0
2015,1,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31,4,2.96,1.04,0,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",120,8,5.25,0.11,1,0,1.64,0,0
2015,1,DL,Delta Air Lines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",31,3,0.92,1,0.76,0,0.32,0,0
2015,1,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",77,4,1.56,0.42,0.38,0,1.64,0,0
2015,1,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",31,4,2.52,0,0.93,0,0.55,0,0
2015,1,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",100,8,3.29,0.44,1.41,0,2.86,0,0
2015,1,DL,Delta Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",30,3,1.87,0,1.13,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",39,4,2.23,0.07,0,0,1.7,0,0
2015,1,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",29,5,1.79,0,2.34,0,0.87,0,0
2015,1,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",32,8,3.64,0.15,3.18,0,1.03,0,0
2015,1,DL,Delta Air Lines Inc.,DLH,"Duluth, MN: Duluth International",28,1,0.88,0,0.12,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",5,0,0,0,0,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Austin Straubel International",1,1,1,0,0,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",31,2,2,0,0,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",47,4,2.77,0,0,0,1.23,0,0
2015,1,DL,Delta Air Lines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",24,3,0.6,0,1.78,0,0.63,1,0
2015,1,DL,Delta Air Lines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",28,10,3.4,0,2.47,0,4.13,0,0
2015,1,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",98,3,1.48,0.14,0,0,1.38,0,0
2015,1,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",78,12,2.99,1.19,5.23,0,2.59,0,0
2015,1,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",28,2,0,2,0,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,EVV,"Evansville, IN: Evansville Regional",28,3,2.3,0,0,0,0.7,0,0
2015,1,DL,Delta Air Lines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",22,2,0.82,0,1.18,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,SHV,"Shreveport, LA: Shreveport Regional",23,2,2,0,0,0,0,0,0
2015,1,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20,0,0,0,0,0,0,0,0
2015,2,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",691,170,62.93,12.54,50.3,0,44.22,24,1
2015,2,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3949,671,214.33,51.12,191.54,0,214.01,50,5
2015,2,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2552,349,120.02,38.97,82.47,0,107.54,15,1
2015,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17430,2708,753.07,240.79,805.85,0,908.3,517,8
2015,2,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1633,298,102.75,40.75,101.74,1,51.77,17,6
2015,2,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",263,69,26.06,12.59,22.6,0,7.75,7,1
2015,2,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1951,560,112.33,18.4,214.98,1,213.29,97,21
2015,2,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3662,753,204.19,62.75,241.5,0.52,244.04,68,4
2015,2,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",599,106,46.63,6.77,26.81,0,25.79,10,2
2015,2,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",200,32,12.3,3.35,6.79,0,9.56,1,0
2015,2,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1217,466,87.72,21.62,207.8,0,148.86,169,2
2015,2,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",782,152,53.35,20.52,48.92,0,29.21,6,0
2015,2,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",298,47,21.24,6.03,9.84,0,9.9,13,0
2015,2,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",333,66,35.73,4.97,16.19,0,9.11,18,0
2015,2,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",654,123,55.17,11.18,27.01,0,29.64,30,4
2015,2,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",520,112,42.47,7.47,36.84,0,25.22,11,0
2015,2,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",102,18,7.19,0,4.6,0,6.22,0,1
2015,2,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",799,151,59.69,12.88,49.93,0,28.49,5,2
2015,2,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",51,10,2.27,1.73,4.07,0,1.93,1,0
2015,2,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",556,133,34.3,18.52,68.07,0,12.11,8,1
2015,2,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",231,23,8.72,0.58,7.44,0,6.26,3,0
2015,2,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",88,14,3.09,3.8,5.24,0,1.88,1,0
2015,2,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2160,863,155.34,31.92,422.47,0,253.27,177,21
2015,2,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",240,37,16.21,5.49,8.78,0,6.52,6,0
2015,2,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",171,32,14.19,1.7,5.34,0,10.77,3,0
2015,2,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",99,23,12.19,2.95,2.34,0,5.52,2,1
2015,2,DL,Delta Air Lines Inc.,FNT,"Flint, MI: Bishop International",78,12,4.88,2.56,2.46,0,2.09,2,0
2015,2,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1287,270,88.94,23.78,91.97,0,65.31,32,3
2015,2,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",522,124,27.34,14.62,69.5,0,12.54,8,2
2015,2,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",313,59,25.71,8.46,8.39,0,16.44,3,1
2015,2,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",58,8,3.34,1,2.21,0,1.45,3,1
2015,2,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",473,97,37.68,5.83,28.5,0,25,8,0
2015,2,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",562,87,33.57,13.42,28.03,0,11.98,5,3
2015,2,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",912,207,80.11,17.05,45.81,0,64.02,20,1
2015,2,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",119,12,7.19,0,1.62,0,3.2,10,0
2015,2,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",395,78,32.66,5.82,16.97,0,22.55,3,0
2015,2,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",606,121,42.19,11.25,33.1,0,34.46,17,2
2015,2,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",487,95,37.84,6.86,32.21,0,18.09,13,1
2015,2,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",220,37,16.89,2.75,11,0,6.37,5,0
2015,2,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",949,226,83.05,30.3,65.19,0,47.46,25,0
2015,2,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",303,45,20.03,5.91,9.97,0,9.09,4,0
2015,2,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",271,52,21.31,1.52,12,0,17.16,14,0
2015,2,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",77,8,1.82,0,0.81,0,5.37,0,0
2015,2,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",169,33,13.67,3.92,6.69,0,8.72,1,0
2015,2,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",80,16,6.2,2.34,3.48,0,3.99,5,0
2015,2,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",375,49,19.51,7.52,8.45,0,13.52,19,1
2015,2,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",179,32,17.51,2.21,3.37,0,8.92,4,0
2015,2,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",286,36,15.78,3.59,8.95,0,7.69,5,0
2015,2,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",77,6,4.04,0,1.22,0,0.74,0,0
2015,2,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",53,8,2.44,1.3,1.1,0,3.16,0,1
2015,2,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",123,20,11.58,3.02,1.32,0,4.08,2,1
2015,2,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",98,13,5.64,0.99,5.28,0,1.08,2,0
2015,2,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Honolulu International",227,89,19.83,0.02,59.32,0,9.83,1,1
